#SpecID                              |     RAdeg      DEdeg|      snru|      snrg|      snrr|      snri|      snrz|          RV|        e_RV|    Teff|      e_Teff|q_Teff| TeffCor|        logg|      e_logg|q_logg| loggCor|        Vt|        e_Vt|q_Vt|   Vtcorr|    [Fe/H]|    e_[Fe/H]|q_[Fe/H]|[Fe/H]Cor|  [a/Fe]|   e_[a/Fe]|    [C/Fe]|   e_[C/Fe]|q_[C/Fe]|[C/Fe]Cor|    [N/Fe]|   e_[N/Fe]|q_[N/Fe]|[N/Fe]Cor|    [O/Fe]|   e_[O/Fe]|q_[O/Fe]|[O/Fe]Cor|   [Na/Fe]|  e_[Na/Fe]|q_[Na/Fe]|[Na/Fe]Cor|   [Mg/Fe]|  e_[Mg/Fe]|q_[Mg/Fe]|[Mg/Fe]Cor|   [Al/Fe]|  e_[Al/Fe]|q_[Al/Fe]|[Al/Fe]Cor|   [Si/Fe]|  e_[Si/Fe]|q_[Si/Fe]|[Si/Fe]Cor|   [Ca/Fe]|  e_[Ca/Fe]|q_[Ca/Fe]|[Ca/Fe]Cor|   [Ti/Fe]|  e_[Ti/Fe]|q_[Ti/Fe]|[Ti/Fe]Cor|   [Cr/Fe]|  e_[Cr/Fe]|q_[Cr/Fe]|[Cr/Fe]Cor|   [Mn/Fe]|  e_[Mn/Fe]|q_[Mn/Fe]|[Mn/Fe]Cor|   [Co/Fe]|  e_[Co/Fe]|q_[Co/Fe]|[Co/Fe]Cor|   [Ni/Fe]|  e_[Ni/Fe]|q_[Ni/Fe]|[Ni/Fe]Cor|   [Cu/Fe]|   e_[Cu/Fe]|q_[Cu/Fe]|[Cu/Fe]Cor|   [Ba/Fe]|   e_[Ba/Fe]|q_[Ba/Fe]|[Ba/Fe]Cor|        Chi2|       Chi2R|q_Chi2|      Chi2Na|     Chi2RNa|q_Chi2Na|   dSNRPlx|Mult|Uq|Name           |SubClass  |Filename
20161216-HD014619N434220V01-03-159  | 25.213207  43.934966|27.08|204.830002|314.769989|401.600006|311.0|-20.191|3.4686|4633.85|16.1686|1.0|0.904649|2.52378|0.0421514|1.0|0.843367|1.2949|0.02732|1.0|0.666202|0.17728|0.01924|1.0|0.932888|-0.02772|0.00852|-0.30702|0.01197|1.0|0.808424|0.17668|0.02928|1.0|0.838762|-0.20476|0.03158|1.0|0.830011|   0.12889|0.06347|1.0|0.6701|  -0.06136|0.01941|1.0|0.619021|  -0.06622|0.07011|1.0|0.513863|0.06959|0.02793|1.0|0.695221|-0.13295|0.01352|1.0|0.875408|   0.09631|0.01515|1.0|0.668526|   0.06652|0.01881|1.0|0.792969|   0.10433|0.02245|1.0|0.89465|-0.00564|0.02198|1.0|0.790711|0.14666|0.01866|1.0|0.683371|       ---|999.0|0.0|0.360514|   0.43693|0.09019|1.0|0.61305|6.21453|1.4216|good|24.942|-0.105441|good|0.0|YES|1.0|S0251247+435605|G5        |spec-57739-HD014619N434220V01_sp03-159.fits.gz
20161216-KP011341N085828V01-11-218  | 18.693262  11.243408|7.46|66.730003|126.370003|159.350006|119.760002|-22.6014|3.81936|5216.17|30.3906|1.0|0.943744|3.79914|0.0637434|1.0|0.927094|1.01107|0.07402|1.0|0.631498|0.03732|0.02756|1.0|0.937257|0.08638|0.01566|-0.15179|0.02468|1.0|0.879445|-0.04592|0.05565|1.0|0.886513|-0.08399|0.08337|1.0|0.776245|  -0.02865|0.06621|1.0|0.659243|   0.15764|0.02609|1.0|0.7884|   0.10252|0.06169|1.0|0.704875|0.01583|0.04406|1.0|0.827328|0.02502|0.02983|1.0|0.930264|   0.08698|0.03212|1.0|0.76868|   0.02956|0.03589|1.0|0.824285|   0.06377|0.0428|1.0|0.922629|0.06144|0.04325|1.0|0.835428|0.0493|0.02847|1.0|0.782283|  -0.66757|0.28864|1.0|0.431677|  -0.04399|0.16176|1.0|0.762566|0.930366|1.30699|good|2.86706|0.197092|good|-1.70095|YES|1.0|S0184135+111436|G5        |spec-57739-KP011341N085828V01_sp11-218.fits.gz
20161217-HD103011N505935V01-04-061  |157.446792  50.690889|8.61|70.169998|125.339996|109.059998|91.849998|9.35053|3.77139|4993.54|22.0044|1.0|0.958668|4.38784|0.0434384|1.0|0.920396|1.08527|0.07375|1.0|0.568|0.21531|0.0286|1.0|0.948764|0.07001|0.01141|-0.13578|0.01653|1.0|0.922048|0.10449|0.04509|1.0|0.889207|0.05397|0.05246|1.0|0.875063|  -0.08882|0.04042|1.0|0.726023|   0.13069|0.01744|1.0|0.868497|  -0.02249|0.04486|1.0|0.738602|0.04202|0.0371|1.0|0.807679|0.01379|0.02123|1.0|0.911132|   0.03254|0.02623|1.0|0.775203|  -0.00065|0.02186|1.0|0.878458|   0.05424|0.02792|1.0|0.946826|-0.05949|0.03986|1.0|0.869341|0.0411|0.0239|1.0|0.805435|   0.55056|0.24493|1.0|0.61154|  -0.52428|0.16976|1.0|0.610589|0.645686|-0.934011|good|1.63192|-0.344626|good|-0.67498|YES|1.0|S1572648+504127|K1        |spec-57740-HD103011N505935V01_sp04-061.fits.gz
20161218-KP010347N064553B01-03-104  | 14.774784   7.184846|15.0|91.910004|135.380005|184.619995|140.660004|-119.959|4.37097|5040.93|28.7664|1.0|0.918591|3.28503|0.0675936|1.0|0.890765|1.24878|0.09482|1.0|0.555424|-0.59046|0.03257|1.0|0.906652|0.22613|0.01489|0.02294|0.02292|1.0|0.808615|-0.08451|0.05119|1.0|0.753366|0.2967|0.0694|1.0|0.641287|  -0.06561|0.08415|1.0|0.491096|   0.32009|0.02954|1.0|0.634355|   0.27877|0.06641|1.0|0.539117|0.1316|0.04853|1.0|0.678516|0.18841|0.02378|1.0|0.90226|   0.22545|0.02921|1.0|0.631244|  -0.03537|0.0385|1.0|0.624067|  -0.19073|0.05805|1.0|0.765909|-0.07012|0.04896|1.0|0.69059|0.01598|0.02501|1.0|0.720847|       ---|999.0|0.0|0.342156|  -0.02106|0.15036|1.0|0.647067|0.785263|0.629081|good|1.54403|-0.558916|good|0.0|YES|1.0|S0144629+071105|G6        |spec-57741-KP010347N064553B01_sp03-104.fits.gz
20161219-KP033826N150858V01-12-173  | 56.378109  16.295594|7.04|61.599998|99.589996|136.160004|114.389999|22.8592|4.52986|5526.42|25.6304|1.0|0.935666|4.3626|0.0512405|1.0|0.908463|0.93171|0.15512|1.0|0.382171|-0.19965|0.03883|1.0|0.932419|0.0824|0.01722|-0.07279|0.02579|1.0|0.715809|0.09038|0.07081|1.0|0.783916|0.37277|0.09245|1.0|0.534323|  -0.16064|0.07499|1.0|0.581722|   0.22162|0.02824|1.0|0.703586|   0.00271|0.06735|1.0|0.707014|-0.08277|0.05251|1.0|0.716158|0.09931|0.03292|1.0|0.897232|  -0.07423|0.03467|1.0|0.690364|   0.05771|0.04044|1.0|0.769235|   0.04934|0.04957|1.0|0.878829|-0.11856|0.06109|1.0|0.734443|-0.03541|0.02758|1.0|0.780754|  -0.43233|0.23352|1.0|0.512413|   0.17029|0.17978|1.0|0.74879|0.660414|0.314838|good|0.510816|-0.701047|good|1.53764|YES|1.0|S0562241+161744|G3        |spec-57742-KP033826N150858V01_sp12-173.fits.gz
20161228-GAC093N06B1-14-227         | 90.821781   6.518134|3.84|50.16|94.690002|139.729996|108.910004|17.4509|5.30033|4916.9|32.9806|1.0|0.912559|2.50871|0.0832344|1.0|0.845896|1.49832|0.05661|1.0|0.714175|-0.4103|0.03393|1.0|0.929981|0.06116|0.02042|-0.25674|0.02555|1.0|0.810817|0.15228|0.05814|1.0|0.862004|0.05286|0.08902|1.0|0.669933|   0.15468|0.11258|1.0|0.684088|   0.09452|0.04502|1.0|0.696167|       ---|999.0|0.0|0.410102|-0.01034|0.06226|1.0|0.741706|0.05533|0.03062|1.0|0.93198|   0.07536|0.04155|1.0|0.698987|   0.00621|0.05471|1.0|0.738388|  -0.13390|0.07903|1.0|0.767308|0.01917|0.05382|1.0|0.804207|-0.11551|0.02643|1.0|0.702763|       ---|999.0|0.0|0.480786|   0.67169|0.14777|1.0|0.806969|0.713497|1.71322|good|2.47636|0.587314|good|0.0|YES|1.0|S0904918+063105|G5        |spec-57751-GAC093N06B1_sp14-227.fits.gz
20161229-HD111027N474752B01-03-085  |165.774711  47.646961|4.37|34.220001|57.34|72.07|53.240002|-39.8904|3.9003|5163.17|30.9927|1.0|0.947152|4.42865|0.0648417|1.0|0.917428|1.00234|0.15712|1.0|0.519948|0.14483|0.03993|1.0|0.944984|0.08621|0.01927|-0.13122|0.02797|1.0|0.90179|0.00733|0.06378|1.0|0.885497|-0.07436|0.08274|1.0|0.852952|  -0.03487|0.08165|1.0|0.70228|   0.17756|0.02942|1.0|0.873488|   0.08223|0.07859|1.0|0.791638|-0.01105|0.06603|1.0|0.843736|0.00818|0.03323|1.0|0.910877|   0.05496|0.0499|1.0|0.826643|  -0.04146|0.04225|1.0|0.891048|   0.12255|0.05664|1.0|0.953265|-0.04395|0.06933|1.0|0.873924|0.10948|0.04154|1.0|0.794224|  -0.26735|0.34487|1.0|0.59041|  -0.68015|0.39622|1.0|0.606787|0.468562|-0.417145|good|0.949594|0.181248|good|-0.72896|YES|1.0|S1654628+473849|K1        |spec-57752-HD111027N474752B01_sp03-085.fits.gz
20170102-HD095359N274143M02-04-186  |148.318617  27.811151|2.45|33.290001|56.869999|71.639999|45.400002|-38.8801|4.85064|4841.25|35.3601|1.0|0.911519|4.49319|0.0731164|1.0|0.875594|1.20199|0.17418|1.0|0.38123|-0.28516|0.04576|1.0|0.932482|0.22203|0.02083|-0.08559|0.02707|1.0|0.861369|-0.04945|0.08283|1.0|0.699346|0.24068|0.08238|1.0|0.758504|  -0.09029|0.11498|1.0|0.582611|   0.30079|0.03264|1.0|0.719605|   0.18069|0.09424|1.0|0.552119|0.0522|0.07786|1.0|0.595041|0.20127|0.03692|1.0|0.82946|   0.15648|0.04622|1.0|0.665894|   0.02179|0.0404|1.0|0.802581|  -0.14680|0.06518|1.0|0.899233|0.03459|0.08032|1.0|0.699676|0.01056|0.03963|1.0|0.684008|       ---|999.0|0.0|0.428359|  -0.25360|0.31168|1.0|0.479233|0.55387|-0.319774|good|0.267448|-1.11332|good|-0.22689|YES|1.0|S1481907+274840|K3        |spec-57756-HD095359N274143M02_sp04-186.fits.gz
20170106-HD021554N364614V01-12-014  | 35.913354  38.350106|25.870001|218.990005|357.769989|463.48999|409.399994|-5.75002|3.21977|4698.9|16.3472|1.0|0.913005|2.37237|0.0413668|1.0|0.847996|1.44491|0.02358|1.0|0.767715|-0.04973|0.01848|1.0|0.963385|-0.01061|0.00869|-0.27513|0.01279|1.0|0.851446|0.13388|0.03065|1.0|0.908803|-0.11833|0.03827|1.0|0.86141|   0.02756|0.05011|1.0|0.617551|  -0.03493|0.01838|1.0|0.65485|  -0.04104|0.05886|1.0|0.501229|0.05501|0.02875|1.0|0.732143|-0.06963|0.01404|1.0|0.925835|   0.06231|0.01581|1.0|0.691771|   0.00902|0.02147|1.0|0.7784|   0.08360|0.01935|1.0|0.896731|-0.01683|0.02073|1.0|0.827473|0.03632|0.01653|1.0|0.757753|       ---|999.0|0.0|0.464781|   0.40929|0.06311|1.0|0.668519|1.88168|0.0549474|good|25.9083|0.397302|good|0.0|YES|1.0|S0355448+382100|G5        |spec-57760-HD021554N364614V01_sp12-014.fits.gz
20170125-HD031226N474333V02-15-240  | 46.976502  48.426416|0.6|32.009998|110.419998|173.589996|150.580002|-59.161|3.7504|4556.65|23.9218|1.0|0.903989|2.37956|0.0545497|1.0|0.817021|1.28669|0.04568|1.0|0.662142|0.15268|0.02623|1.0|0.928044|0.01192|0.01426|-0.2605|0.01791|1.0|0.825547|0.20445|0.03621|1.0|0.834653|-0.19499|0.04972|1.0|0.837779|   0.33046|0.04857|1.0|0.757304|  -0.06663|0.03179|1.0|0.637233|  -0.02807|0.06945|1.0|0.550903|0.2595|0.03891|1.0|0.684299|-0.04241|0.02112|1.0|0.867323|   0.04698|0.03119|1.0|0.665068|   0.05215|0.03688|1.0|0.789245|   0.03464|0.05107|1.0|0.895784|-0.05241|0.03726|1.0|0.792862|0.06616|0.02356|1.0|0.683513|       ---|999.0|0.0|0.347852|   0.14812|0.15903|1.0|0.590416|0.711158|1.87745|good|3.7417|2.80124|good|0.0|YES|1.0|S0465835+482535|G5        |spec-57779-HD031226N474333V02_sp15-240.fits.gz
20170127-GAC101N48B1-01-111         |102.563850  46.884607|2.29|30.26|62.630001|75.93|53.82|-60.1414|5.21039|4965.07|35.0854|1.0|0.944865|4.72635|0.067879|1.0|0.892596|1.41575|0.11572|1.0|0.548474|-0.31884|0.04575|1.0|0.959171|0.09562|0.02148|-0.13359|0.03077|1.0|0.902856|-0.10311|0.08558|1.0|0.785582|0.1306|0.09861|1.0|0.841559|  -0.10381|0.10315|1.0|0.726144|   0.16962|0.03461|1.0|0.821926|   0.13857|0.10395|1.0|0.618376|0.02771|0.08256|1.0|0.744013|0.03139|0.03474|1.0|0.919083|   0.09959|0.05292|1.0|0.729682|   0.04196|0.04381|1.0|0.845836|  -0.12190|0.07172|1.0|0.934581|0.13732|0.08733|1.0|0.820081|-0.08713|0.04127|1.0|0.797106|       ---|999.0|0.0|0.452556|       ---|999.0|0.0|0.408223|1.13588|2.88876|good|1.68022|1.7345|good|0.26394|YES|1.0|S1023349+465304|K0        |spec-57781-GAC101N48B1_sp01-111.fits.gz
20170128-HD041947N153739V01-01-001  | 64.934563  13.282126|0.24|17.370001|78.519997|130.460007|124.919998|8.81989|3.48059|4646.88|35.8939|1.0|0.921254|2.61894|0.0849496|1.0|0.861222|1.32852|0.07983|1.0|0.699809|-0.04688|0.03496|1.0|0.953914|0.0393|0.02277|-0.23315|0.02833|1.0|0.866134|0.10453|0.05507|1.0|0.904221|-0.17606|0.08528|1.0|0.859236|   0.07509|0.11517|1.0|0.573976|   0.12048|0.05736|1.0|0.660129|   0.14952|0.10138|1.0|0.606205|0.19718|0.06846|1.0|0.685196|-0.0132|0.0301|1.0|0.901458|   0.03801|0.05697|1.0|0.650716|   0.03972|0.0686|1.0|0.752363|   0.04583|0.08238|1.0|0.889148|-0.02506|0.06426|1.0|0.779309|0.02659|0.03646|1.0|0.713053|       ---|999.0|0.0|0.396044|  -0.02335|0.29795|1.0|0.607366|0.498539|1.48878|good|2.38752|2.80435|good|0.0|YES|1.0|S0645604+131655|G5        |spec-57782-HD041947N153739V01_sp01-001.fits.gz
20170129-HD112935N034647M01-06-097  |174.081437   3.418713|5.58|41.23|63.470001|71.190002|45.279999|-10.9304|4.85064|5013.17|29.6103|1.0|0.96128|4.63832|0.0570566|1.0|0.905581|1.64036|0.13426|1.0|0.74079|-0.14843|0.04046|1.0|0.976854|0.09519|0.01676|-0.11716|0.02335|1.0|0.930853|0.02852|0.07439|1.0|0.908872|0.07288|0.07263|1.0|0.876869|  -0.29925|0.08928|1.0|0.59449|   0.15534|0.02714|1.0|0.860264|   0.09314|0.07643|1.0|0.655431|-0.04677|0.06319|1.0|0.787955|0.06761|0.02715|1.0|0.935302|   0.08059|0.04092|1.0|0.784345|   0.01094|0.03502|1.0|0.880545|  -0.00872|0.04558|1.0|0.94705|0.02528|0.0694|1.0|0.835334|-0.06447|0.03247|1.0|0.858756|  -0.69338|0.29098|1.0|0.370389|  -0.12894|0.23802|1.0|0.676135|0.666773|0.330918|good|0.901153|-0.0991034|good|-19.19457|YES|1.0|S1740453+032507|G7        |spec-57783-HD112935N034647M01_sp06-097.fits.gz
20170131-GAC098N14B1-13-173         | 99.967810  15.004238|1.26|32.849998|83.849998|125.57|100.739998|65.7295|5.09048|4683.13|35.7109|1.0|0.912379|2.5271|0.0897612|1.0|0.854337|1.3906|0.09724|1.0|0.731439|-0.36161|0.03659|1.0|0.938423|0.09039|0.02273|-0.18035|0.032|1.0|0.797769|0.37696|0.06149|1.0|0.854181|0.28243|0.09577|1.0|0.78218|   0.60561|0.06068|1.0|0.824966|   0.16985|0.05256|1.0|0.655057|   0.21540|0.10577|1.0|0.484327|0.04691|0.06833|1.0|0.703342|0.0751|0.03277|1.0|0.91191|   0.07825|0.0483|1.0|0.646718|   0.06370|0.06043|1.0|0.765756|  -0.10726|0.09401|1.0|0.8398|-0.06592|0.0607|1.0|0.781069|0.07076|0.03602|1.0|0.704912|       ---|999.0|0.0|0.459817|   0.68704|0.18386|1.0|0.750707|0.752883|2.42724|good|6.05551|4.76342|good|0.0|YES|1.0|S0995804+150015|G5        |spec-57785-GAC098N14B1_sp13-173.fits.gz
20170131-HD134345N224201B02-04-044  |205.847594  23.260005|8.15|58.619999|87.720001|109.599998|75.410004|-23.2189|4.88062|5279.81|27.78|1.0|0.936645|4.55937|0.0539559|1.0|0.903786|1.14728|0.1609|1.0|0.506464|-0.28672|0.04192|1.0|0.950499|0.13264|0.01685|-0.08309|0.02607|1.0|0.89959|-0.05631|0.06972|1.0|0.820995|0.07814|0.08929|1.0|0.797433|  -0.09789|0.0852|1.0|0.621304|   0.17419|0.02778|1.0|0.778749|   0.03940|0.07164|1.0|0.660003|0.06571|0.05388|1.0|0.749924|0.13202|0.03039|1.0|0.909614|   0.09503|0.03534|1.0|0.734671|   0.11283|0.03493|1.0|0.816514|  -0.09494|0.04852|1.0|0.899482|-0.03545|0.06299|1.0|0.755696|0.02445|0.03141|1.0|0.834051|  -0.74816|0.28296|1.0|0.347492|  -0.32355|0.24742|1.0|0.58506|0.749268|0.54345|good|1.06501|-0.170382|good|-1.43358|YES|1.0|S2055051+231536|G7        |spec-57785-HD134345N224201B02_sp04-044.fits.gz
20170201-HD101506N312805M02-10-013  |151.613243  31.382994|3.16|38.91|64.660004|84.510002|58.200001|19.9812|4.20009|4896.34|28.6853|1.0|0.939922|4.65498|0.0542003|1.0|0.891652|1.31511|0.14908|1.0|0.634604|-0.05304|0.04007|1.0|0.960734|0.08687|0.01683|-0.14303|0.02138|1.0|0.930146|-0.08735|0.06428|1.0|0.872629|-0.04734|0.06171|1.0|0.912691|  -0.11127|0.06118|1.0|0.632917|   0.08488|0.02695|1.0|0.846877|   0.08824|0.07488|1.0|0.628945|0.03526|0.05935|1.0|0.777042|0.0995|0.02897|1.0|0.895072|   0.09033|0.03847|1.0|0.756727|   0.03820|0.03168|1.0|0.873841|  -0.01862|0.04821|1.0|0.943037|-0.01091|0.06686|1.0|0.824557|0.03039|0.03422|1.0|0.834481|  -0.24783|0.34502|1.0|0.548444|  -0.34658|0.26954|1.0|0.57942|0.555624|-0.321765|good|1.03669|-0.0399182|good|-0.47631|YES|1.0|S1513647+312258|K3        |spec-57786-HD101506N312805M02_sp10-013.fits.gz
20170202-GAC103N06B1-08-112         |104.637440   5.642952|7.06|89.220001|188.479996|262.630005|222.300003|68.0709|3.37866|4781.35|22.1305|1.0|0.91627|2.52426|0.0522504|1.0|0.85115|1.46637|0.03152|1.0|0.750383|-0.11778|0.02146|1.0|0.95449|-0.0222|0.01209|-0.28119|0.01684|1.0|0.807906|0.2954|0.04063|1.0|0.874762|-0.01795|0.05586|1.0|0.827197|   0.40117|0.03962|1.0|0.786216|  -0.02828|0.02577|1.0|0.679987|   0.10289|0.06434|1.0|0.548096|-0.04008|0.03737|1.0|0.754653|-0.03584|0.01846|1.0|0.916475|   0.01450|0.02433|1.0|0.703176|   0.04799|0.03231|1.0|0.813511|   0.10508|0.03707|1.0|0.907723|-0.04249|0.03167|1.0|0.841362|0.03357|0.01865|1.0|0.738218|       ---|999.0|0.0|0.537998|   0.50828|0.09599|1.0|0.749265|1.01166|1.05753|good|7.38904|1.18666|good|0.0|YES|1.0|S1043814+053834|G5        |spec-57787-GAC103N06B1_sp08-112.fits.gz
20170205-HD090744N104005B01-11-058  |137.229272  12.282214|1.98|28.309999|51.73|84.160004|62.669998|14.0902|3.99024|4892.19|32.0043|1.0|0.928073|4.69446|0.0615701|1.0|0.883343|1.63291|0.13071|1.0|0.639094|-0.01989|0.04037|1.0|0.958579|0.1078|0.019|-0.16656|0.02491|1.0|0.896119|0.19206|0.08952|1.0|0.86728|0.05464|0.08763|1.0|0.856121|  -0.09051|0.08996|1.0|0.676138|   0.10707|0.03071|1.0|0.838586|  -0.04780|0.09217|1.0|0.742707|0.02841|0.07792|1.0|0.718125|0.13286|0.03008|1.0|0.867095|   0.07635|0.04767|1.0|0.731103|   0.08698|0.03904|1.0|0.848791|  -0.00540|0.06771|1.0|0.924628|0.12651|0.07662|1.0|0.812619|0.01917|0.03915|1.0|0.828271|   0.62531|0.35377|1.0|0.531941|  -0.79876|0.42513|1.0|0.440369|0.397515|-0.688049|good|0.335569|-0.906742|good|0.46573|YES|1.0|S1371345+121655|K3        |spec-57790-HD090744N104005B01_sp11-058.fits.gz
20170206-HD071742N385234V01-06-027  |111.671903  38.851025|6.97|52.75|91.980003|109.139999|86.0|54.4393|4.52087|4897.14|32.6634|1.0|0.928741|3.16247|0.0771381|1.0|0.917167|1.10745|0.09115|1.0|0.665997|-0.24094|0.03089|1.0|0.923217|0.06902|0.02015|-0.09402|0.02804|1.0|0.866092|0.28112|0.05908|1.0|0.882994|0.15423|0.0844|1.0|0.804508|   0.18269|0.08815|1.0|0.617592|   0.10149|0.04352|1.0|0.612053|   0.04750|0.1061|1.0|0.53007|0.07652|0.05955|1.0|0.708561|0.04699|0.03071|1.0|0.917078|   0.07591|0.04105|1.0|0.656838|   0.07911|0.04743|1.0|0.737501|   0.03805|0.06575|1.0|0.866508|0.07082|0.05773|1.0|0.761553|0.06973|0.03119|1.0|0.748817|   0.18309|0.25761|1.0|0.523138|   0.14711|0.18534|1.0|0.670796|0.554857|1.0246|good|2.71161|0.612586|good|0.0|YES|1.0|S1114018+385103|G5        |spec-57791-HD071742N385234V01_sp06-027.fits.gz
20170213-HD042432N505042V02-07-214  | 68.372971  48.962881|2.14|37.529999|118.029999|186.039993|159.830002|-13.8294|4.89861|5013.6|29.5927|1.0|0.912814|2.62938|0.0701803|1.0|0.848222|1.54279|0.06014|1.0|0.710982|-0.2615|0.02814|1.0|0.937342|0.00493|0.01768|-0.29844|0.02437|1.0|0.762422|0.19873|0.05096|1.0|0.859276|0.1187|0.08976|1.0|0.654463|   0.30646|0.06446|1.0|0.751015|   0.01484|0.04033|1.0|0.720856|  -0.08661|0.08754|1.0|0.428707|0.05797|0.05071|1.0|0.806331|0.00756|0.02495|1.0|0.931198|  -0.04769|0.04124|1.0|0.735363|   0.09281|0.05716|1.0|0.803277|   0.10912|0.07131|1.0|0.876297|-0.1342|0.05066|1.0|0.822408|-0.08933|0.0255|1.0|0.726662|  -0.18266|0.25918|1.0|0.604891|   0.63235|0.15987|1.0|0.834227|0.848615|2.71232|good|2.08407|0.740685|good|0.0|YES|1.0|S0682222+485746|G5        |spec-57798-HD042432N505042V02_sp07-214.fits.gz
20170213-HD152645N051412V01-03-199  |231.145726   4.909538|1.7|26.83|70.970001|129.009995|114.989998|-3.93927|4.77869|4676.23|38.5064|1.0|0.904363|2.39086|0.0974759|1.0|0.838895|1.42238|0.09168|1.0|0.709367|-0.46149|0.04052|1.0|0.945035|0.16358|0.023|0.02549|0.03116|1.0|0.848867|0.14084|0.05607|1.0|0.854515|0.38731|0.09651|1.0|0.750828|   0.10893|0.11662|1.0|0.491326|   0.24957|0.05798|1.0|0.558614|   0.31550|0.11067|1.0|0.519023|0.24699|0.06743|1.0|0.616493|0.11486|0.03121|1.0|0.903703|   0.18113|0.05368|1.0|0.56708|   0.01213|0.06737|1.0|0.618932|  -0.29712|0.10051|1.0|0.68924|0.01012|0.07064|1.0|0.686923|0.03789|0.03853|1.0|0.712897|       ---|999.0|0.0|0.339385|   0.09516|0.28347|1.0|0.602403|0.785083|2.66639|good|0.235155|-0.733689|good|0.0|YES|1.0|S2310844+045434|G5        |spec-57798-HD152645N051412V01_sp03-199.fits.gz
20170220-GAC097N52B1-03-039         | 95.636414  52.069692|3.35|36.299999|53.830002|81.300003|59.970001|7.53079|7.42886|5061.9|32.452|1.0|0.957281|4.49343|0.0653534|1.0|0.911935|0.9271|0.14785|1.0|0.418954|-0.09276|0.04265|1.0|0.94896|0.11792|0.01839|-0.08086|0.0275|1.0|0.880278|-0.05695|0.07028|1.0|0.829921|0.10713|0.08343|1.0|0.839193|  -0.12033|0.09214|1.0|0.6622|   0.07851|0.0281|1.0|0.854456|   0.01696|0.07868|1.0|0.737136|0.10436|0.06188|1.0|0.766172|0.12536|0.03429|1.0|0.877765|   0.19914|0.04152|1.0|0.755568|   0.09868|0.03582|1.0|0.849033|   0.03156|0.053|1.0|0.930403|-0.01008|0.07075|1.0|0.828714|0.12486|0.04163|1.0|0.770003|  -0.07417|0.37257|1.0|0.582963|  -1.63226|0.38897|1.0|0.232958|1.55463|4.83087|good|0.66343|-0.37053|good|1.53479|YES|1.0|S0953811+520410|G8        |spec-57805-GAC097N52B1_sp03-039.fits.gz
20170228-HD073039N415325V01-06-088  |115.050965  41.400626|35.799999|164.059998|279.160004|327.25|251.660004|21.4891|3.84034|5046.61|23.4492|1.0|0.934916|3.13765|0.0582235|1.0|0.921047|1.23593|0.07162|1.0|0.748172|-0.30836|0.02175|1.0|0.942776|0.07669|0.01261|-0.11385|0.01928|1.0|0.824922|0.21615|0.04419|1.0|0.886386|0.28145|0.06073|1.0|0.707004|   0.12218|0.06842|1.0|0.647431|   0.11623|0.0257|1.0|0.688369|   0.07223|0.06578|1.0|0.577179|0.02549|0.03907|1.0|0.752362|0.05805|0.02043|1.0|0.942955|   0.08733|0.0241|1.0|0.703479|   0.06756|0.03374|1.0|0.762115|  -0.02392|0.03324|1.0|0.853272|-0.04678|0.03584|1.0|0.790683|0.00943|0.01948|1.0|0.783|   0.10923|0.18216|1.0|0.601942|   0.46378|0.07982|1.0|0.796251|1.32309|0.228772|good|19.3838|1.16546|good|0.0|YES|1.0|S1150303+412402|G5        |spec-57813-HD073039N415325V01_sp06-088.fits.gz
20170301-HD165204N145827B01-05-223  |252.285157  13.521284|6.92|64.190002|113.860001|143.050003|105.93|-69.0902|4.26005|5117.6|30.5255|1.0|0.922992|3.61661|0.0685357|1.0|0.915325|0.87101|0.07826|1.0|0.496049|-0.16085|0.02741|1.0|0.917134|0.14639|0.01774|-0.03141|0.02594|1.0|0.827781|0.1741|0.05927|1.0|0.84674|0.28215|0.08328|1.0|0.726439|   0.01493|0.07261|1.0|0.65704|   0.22949|0.03203|1.0|0.773398|   0.07816|0.08981|1.0|0.700666|0.07206|0.05366|1.0|0.805434|0.12263|0.03034|1.0|0.902003|   0.10823|0.03602|1.0|0.725302|   0.03922|0.04355|1.0|0.77784|  -0.07954|0.05596|1.0|0.881284|-0.0738|0.05539|1.0|0.803381|0.04238|0.02757|1.0|0.71803|   0.60570|0.25384|1.0|0.563228|  -0.15518|0.19003|1.0|0.714954|0.560367|0.695612|good|1.31004|-0.384497|good|1.90459|YES|1.0|S2521706+133116|K0        |spec-57814-HD165204N145827B01_sp05-223.fits.gz
